0	1	-0.998867	1.41341
0.0634665	0.997987	0.458227	1.09816
0.126933	0.991955	-0.56706	1.1426
0.1904	0.981929	0.189251	1
0.253866	0.967949	0.251148	1
0.317333	0.950071	0.312033	1
0.380799	0.928368	0.371662	1
0.444266	0.902927	0.429795	1
0.507732	0.873849	0.486197	1
0.571199	0.841254	0.540641	1
0.634665	0.80527	-0.371662	0.886901
0.698132	0.766044	0.642788	1
0.761598	0.723734	0.690079	1
0.825065	0.678509	-0.189251	0.704408
0.888531	0.630553	-0.126592	0.643135
0.951998	0.580057	0.814576	1
1.01546	0.527225	0.849725	1
1.07893	0.472271	0.881453	1
1.1424	0.415415	0.909632	1
1.20586	0.356886	0.934148	1
1.26933	0.29692	0.954902	1
1.3328	0.235759	0.971812	1
1.39626	0.173648	0.984808	1
1.45973	0.110838	0.993838	1
1.5232	0.0475819	0.998867	1
1.58666	-0.015866	-0.998867	0.998993
1.65013	-0.07925	0.996855	1
1.7136	-0.142315	0.989821	1
1.77706	-0.204807	0.978802	1
1.84053	-0.266474	0.963842	1
1.904	-0.327068	0.945001	1
1.96746	-0.386345	0.922354	1
2.03093	-0.444067	0.895994	1
2.0944	-0.5	0.866025	1
2.15786	-0.55392	0.83257	1
2.22133	-0.60561	0.795762	1
2.28479	-0.654861	0.75575	1
2.34826	-0.701475	-0.971812	1.19853
2.41173	-0.745264	-0.954902	1.2113
2.47519	-0.786053	-0.158001	0.801775
2.53866	-0.823677	0.56706	1
2.60213	-0.857983	-0.281733	0.903055
2.66559	-0.888835	0.458227	1
2.72906	-0.916108	0.400931	1
2.79253	-0.939693	-0.776146	1.21878
2.85599	-0.959493	-0.56706	1.11453
2.91946	-0.97543	0.220311	1
2.98293	-0.987439	0.158001	1
3.04639	-0.995472	-0.712694	1.22429
3.10986	-0.999497	0.371662	1.06636
3.17333	-0.999497	-0.971812	1.39406
3.23679	-0.995472	-0.095056	1
3.30026	-0.987439	-0.158001	1
3.36373	-0.97543	-0.220311	1
3.42719	-0.959493	-0.281733	1
3.49066	-0.939693	-0.34202	1
3.55413	-0.916108	0.458227	1.02432
3.61759	-0.888835	-0.458227	1
3.68106	-0.857983	-0.513677	1
3.74452	-0.823677	-0.56706	1
3.80799	-0.786053	0.220311	0.816343
3.87146	-0.745264	0.158001	0.761829
3.93492	-0.701475	0.312033	0.767745
3.99839	-0.654861	-0.540641	0.849197
4.06186	-0.60561	-0.486197	0.776628
4.12532	-0.55392	-0.429795	0.701107
4.18879	-0.5	-0.866025	1
4.25226	-0.444067	0.642788	0.781262
4.31572	-0.386345	-0.189251	0.430208
4.37919	-0.327068	0.776146	0.842245
4.44266	-0.266474	-0.0634239	0.273918
4.50612	-0.204807	0.849725	0.874059
4.56959	-0.142315	0.881453	0.892868
4.63306	-0.07925	0.909632	0.913078
4.69652	-0.015866	0.954902	0.955034
4.75999	0.0475819	-0.998867	1
4.82346	0.110838	0.945001	0.951479
4.88692	0.173648	0.75575	0.775443
4.95039	0.235759	-0.971812	1
5.01385	0.29692	-0.954902	1
5.07732	0.356886	0.618159	0.713784
5.14079	0.415415	-0.220311	0.470219
5.20425	0.472271	-0.281733	0.549921
5.26772	0.527225	-0.849725	1
5.33119	0.580057	0.400931	0.705132
5.39465	0.630553	-0.776146	1
5.45812	0.678509	-0.56706	0.884269
5.52159	0.723734	0.220311	0.756523
5.58505	0.766044	0.158001	0.782169
5.64852	0.80527	0.312033	0.863612
5.71199	0.841254	0.429795	0.944686
5.77545	0.873849	-0.486197	1
5.83892	0.902927	-0.429795	1
5.90239	0.928368	-0.371662	1
5.96585	0.950071	0.642788	1.14709
6.02932	0.967949	0.690079	1.18875
6.09279	0.981929	-0.189251	1
6.15625	0.991955	-0.126592	1
6.21972	0.997987	-0.0634239	1
6.28319	1	-0.978802	1.3993
